,Scaffold,Closer,Accession,Status,VC,Level,Weight,Host,BaltimoreGroup,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
423,vOTU_1519,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
424,vOTU_152,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
425,vOTU_1520,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
426,vOTU_1521,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
427,vOTU_1522,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
428,vOTU_1523,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
429,vOTU_1524,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
430,vOTU_1525,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
431,vOTU_1526,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
432,vOTU_1527,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
433,vOTU_1528,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
434,vOTU_1529,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
435,vOTU_153,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
436,vOTU_1530,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1177,vOTU_1531,Acinetobacter phage MD-2021a,CAKLQH010000044,Clustered,VC_653_0,1N2,3,Acinetobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
437,vOTU_1532,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
438,vOTU_1533,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
439,vOTU_1534,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
440,vOTU_1535,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
441,vOTU_1536,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
442,vOTU_1537,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
443,vOTU_1538,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
444,vOTU_1539,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1178,vOTU_154,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_802_0,1C2,32,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
445,vOTU_1540,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
446,vOTU_1541,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
447,vOTU_1542,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
448,vOTU_1543,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
449,vOTU_1544,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
450,vOTU_1545,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
451,vOTU_1546,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
452,vOTU_1547,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
453,vOTU_1548,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
454,vOTU_1549,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
455,vOTU_155,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1381,vOTU_1550,Klebsiella phage 1 LV-2017,KY271401,Outlier,n.a.,1N1,6,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
456,vOTU_1551,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
457,vOTU_1552,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1627,vOTU_1553,Klebsiella phage Kp4871-1,OK490430,Outlier,n.a.,2N1,6,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
458,vOTU_1554,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
459,vOTU_1555,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
460,vOTU_1556,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
461,vOTU_1557,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
462,vOTU_1558,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
463,vOTU_1559,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1179,vOTU_156,Klebsiella phage ST15-OXA48phi14.1,MK433578,Clustered,VC_2_0,1C3,85,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Felsduovirus
464,vOTU_1560,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
465,vOTU_1561,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
466,vOTU_1562,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
467,vOTU_1563,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
468,vOTU_1564,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1628,vOTU_1565,Streptococcus phage IPP61,KY065497,Outlier,n.a.,2N1,5,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
469,vOTU_1566,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1382,vOTU_1567,Salmonella phage SW-37,CP051275,Outlier,n.a.,1N3,12,Salmonella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1571,vOTU_1568,Escherichia virus mEp460_4F5,LR595868,Clustered,VC_61_0,2C1,16,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
470,vOTU_1569,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1383,vOTU_157,Klebsiella phage ST16-OXA48phi5.3,MK416014,Outlier,n.a.,1N2,44,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
471,vOTU_1570,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1384,vOTU_1571,Escherichia phage Lambda_ev017,LR597643,Outlier,n.a.,1N2,11,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1572,vOTU_1572,Enterobacteria phage HK225,JQ086371,Clustered,VC_915_0,2C1,8,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
472,vOTU_1573,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
473,vOTU_1574,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
474,vOTU_1575,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
475,vOTU_1576,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
476,vOTU_1577,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
477,vOTU_1578,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
478,vOTU_1579,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1573,vOTU_158,Butyrivibrio virus Idris,MN882554,Clustered,VC_665_0,2N1,3,Butyrivibrio,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
479,vOTU_1580,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1385,vOTU_1581,Klebsiella phage 2b LV-2017,KY271395,Outlier,n.a.,1N3,4,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
480,vOTU_1582,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
481,vOTU_1583,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1574,vOTU_1584,Escherichia virus Lambda_4C10,LR595861,Clustered,VC_1146_0,2C1,5,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Lambdavirus
482,vOTU_1585,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
483,vOTU_1586,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
484,vOTU_1587,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
485,vOTU_1588,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1386,vOTU_1589,Stx1a-converting phage Stx1_14040,LC567819,Outlier,n.a.,1N1,4,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
486,vOTU_159,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
487,vOTU_1590,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
488,vOTU_1591,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
489,vOTU_1592,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1387,vOTU_1593,Streptococcus phage Javan191,MK448700,Outlier,n.a.,1N1,2,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
490,vOTU_1594,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1180,vOTU_1595,Escherichia phage phiv205-1,MN340231,Clustered,VC_449_0,1N7,1,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
491,vOTU_1596,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
492,vOTU_1597,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
493,vOTU_1598,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
494,vOTU_1599,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1388,vOTU_16,Streptococcus phage Javan422,MK448934,Outlier,n.a.,1N1,38,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
495,vOTU_160,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
496,vOTU_1600,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
497,vOTU_1601,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
498,vOTU_1602,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
499,vOTU_1603,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1389,vOTU_1604,Escherichia phage Evi,LR597642,Outlier,n.a.,1N1,9,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1390,vOTU_1605,Acinetobacter phage MD-2021a,CAKLQF010000029,Outlier,n.a.,1N1,2,Acinetobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1391,vOTU_1606,Escherichia phage 204576,CP025907,Outlier,n.a.,1N1,14,Escherichia,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
500,vOTU_1607,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
501,vOTU_1608,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
502,vOTU_1609,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1392,vOTU_161,Klebsiella phage ST16-OXA48phi5.3,MK416014,Outlier,n.a.,1N1,54,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
503,vOTU_1610,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
504,vOTU_1611,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
505,vOTU_1612,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
506,vOTU_1613,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
507,vOTU_1614,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1393,vOTU_1615,Bacillus phage phiCM3,KF296718,Outlier,n.a.,1N1,2,Bacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
508,vOTU_1616,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
509,vOTU_1617,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
510,vOTU_1618,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1181,vOTU_1619,Enterobacteria phage phi80,FN582354,Clustered,VC_60_0,1N5,6,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1182,vOTU_162,Solobacterium phage SMO_1P,MZ503613,Clustered,VC_954_0,1C3,20,Solobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
511,vOTU_1620,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
512,vOTU_1621,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
513,vOTU_1622,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
514,vOTU_1623,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
515,vOTU_1624,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
516,vOTU_1625,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
517,vOTU_1626,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1394,vOTU_1627,Klebsiella phage ST13-OXA48phi12.1,MK422453,Outlier,n.a.,1N3,1,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
518,vOTU_1628,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
519,vOTU_1629,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
520,vOTU_163,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
521,vOTU_1630,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1183,vOTU_1631,Caldibacillus phage CBP1,MF595878,Clustered,VC_497_0,1C2,5,Caldibacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
522,vOTU_1632,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
523,vOTU_1633,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
524,vOTU_1634,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
525,vOTU_1635,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
526,vOTU_1636,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
527,vOTU_1637,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1184,vOTU_1638,Escherichia phage 500465-3,CP025902,Clustered,VC_59_0,1N1,7,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
528,vOTU_1639,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1395,vOTU_164,Streptococcus phage EJ-1,AJ609634,Outlier,n.a.,1N3,16,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
529,vOTU_1640,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1396,vOTU_1641,Lactococcus phage 58502,KX160209,Outlier,n.a.,1N1,1,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
530,vOTU_1642,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
531,vOTU_1643,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
532,vOTU_1644,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
533,vOTU_1645,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
534,vOTU_1646,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1185,vOTU_1647,Escherichia phage 204576,CP025907,Clustered,VC_60_0,1N3,14,Escherichia,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
535,vOTU_1648,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
536,vOTU_1649,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1186,vOTU_165,Klebsiella phage ST16-OXA48phi5.4,MK416015,Clustered,VC_203_0,1C1,98,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Reipivirus
537,vOTU_1650,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
538,vOTU_1651,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
539,vOTU_1652,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
540,vOTU_1653,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
541,vOTU_1654,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
